Threshold,Mob_Result,Num_Powerful_Actors,Act_Counter,Withdraw_Counter,Power_Exchange_Counter,Act_Against_Counter,Participation_Rate
30.0,Success,1,9,4,1,5,50.0
30.0,Success,1,10,2,2,5,55.00000000000001
30.0,Success,1,6,10,1,2,35.0
30.0,Success,1,6,6,0,3,35.0
30.0,Success,1,11,7,0,1,60.0
30.0,Success,1,10,5,2,2,55.00000000000001
30.0,Success,1,9,6,0,2,50.0
30.0,Success,1,9,7,0,3,50.0
30.0,Success,1,9,4,4,2,50.0
30.0,Success,1,7,6,0,6,40.0
30.0,Success,1,6,8,0,3,35.0
30.0,Success,1,9,5,0,4,50.0
30.0,Success,1,8,9,0,1,45.0
30.0,Success,1,5,9,0,3,30.0
30.0,Success,1,11,4,0,1,60.0
30.0,Success,1,10,4,1,4,55.00000000000001
30.0,Success,1,11,6,0,1,60.0
30.0,Success,1,8,8,0,3,45.0
30.0,Success,1,9,6,0,3,50.0
30.0,Success,1,9,8,1,1,50.0
30.0,Success,1,10,5,0,4,55.00000000000001
30.0,Success,1,11,4,1,3,60.0
30.0,Success,1,10,3,0,4,55.00000000000001
30.0,Success,1,13,2,0,2,70.0
30.0,Success,1,8,7,1,3,45.0
30.0,Success,1,9,5,0,3,50.0
30.0,Success,1,8,8,3,0,45.0
30.0,Success,1,11,4,0,2,60.0
30.0,Success,1,8,5,2,4,45.0
30.0,Success,1,6,8,0,3,35.0
30.0,Success,1,10,7,0,2,55.00000000000001
30.0,Success,1,11,6,1,1,60.0
30.0,Success,1,8,6,3,2,45.0
30.0,Success,1,9,7,1,2,50.0
30.0,Success,1,10,6,1,2,55.00000000000001
30.0,Success,1,5,8,2,4,30.0
30.0,Success,1,7,6,0,2,40.0
30.0,Success,1,6,8,3,2,35.0
30.0,Success,1,5,10,1,3,30.0
30.0,Success,1,12,6,0,1,65.0
30.0,Success,1,11,4,2,2,60.0
30.0,Success,1,11,4,1,3,60.0
30.0,Success,1,11,4,0,2,60.0
30.0,Success,1,9,5,2,3,50.0
30.0,Success,1,5,4,6,4,30.0
30.0,Success,1,11,6,0,2,60.0
30.0,Success,1,6,7,1,5,35.0
30.0,Success,1,10,5,0,4,55.00000000000001
30.0,Success,1,5,9,0,2,30.0
30.0,Success,1,11,6,1,1,60.0
30.0,Fail,1,4,10,0,4,25.0
30.0,Success,1,8,6,2,3,45.0
30.0,Success,1,7,6,0,3,40.0
30.0,Success,1,5,6,3,5,30.0
30.0,Success,1,6,8,0,3,35.0
30.0,Success,1,12,2,0,2,65.0
30.0,Success,1,9,5,3,2,50.0
30.0,Success,1,8,9,0,2,45.0
30.0,Success,1,10,5,0,1,55.00000000000001
30.0,Success,1,10,4,2,3,55.00000000000001
30.0,Success,1,11,6,0,1,60.0
30.0,Success,1,6,12,0,0,35.0
30.0,Success,1,9,6,3,1,50.0
30.0,Success,1,8,7,0,3,45.0
30.0,Success,1,12,4,0,2,65.0
30.0,Success,1,7,10,1,1,40.0
30.0,Success,1,11,6,2,0,60.0
30.0,Success,1,7,7,0,5,40.0
30.0,Success,1,11,6,0,2,60.0
30.0,Success,1,10,7,1,1,55.00000000000001
30.0,Success,1,9,4,0,3,50.0
30.0,Success,1,8,4,3,4,45.0
30.0,Fail,1,4,6,0,5,25.0
30.0,Success,1,13,4,0,2,70.0
30.0,Success,1,8,4,2,5,45.0
30.0,Success,1,8,7,2,2,45.0
30.0,Success,1,7,11,0,1,40.0
30.0,Success,1,8,9,0,0,45.0
30.0,Success,1,10,3,3,3,55.00000000000001
30.0,Success,1,7,10,0,1,40.0
30.0,Success,1,7,8,0,1,40.0
30.0,Success,1,10,7,1,1,55.00000000000001
30.0,Success,1,10,4,3,2,55.00000000000001
30.0,Success,1,8,4,3,4,45.0
30.0,Success,1,10,7,0,1,55.00000000000001
30.0,Success,1,11,6,0,2,60.0
40.0,Success,1,10,5,1,3,55.00000000000001
40.0,Success,1,9,7,0,2,50.0
40.0,Success,1,10,3,0,4,55.00000000000001
40.0,Success,1,8,6,0,2,45.0
40.0,Success,1,8,6,1,4,45.0
